Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
iw3_r700_reload_loop,sound\iw3\r700\reload_loop\iw3_r700_reload_loop_01.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw3_r700_reload_loop,sound\iw3\r700\reload_loop\iw3_r700_reload_loop_02.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw3_r700_reload_out,sound\iw3\r700\iw3_r700_reload_out.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw3_r700_rechamber,sound\iw3\r700\iw3_r700_rechamber.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_fire_plr,sound\t4\kar98k\t4_kar98k_fire_plr.wav,t4_kar98k_fire_lyr_plr,loaded,bus_fx,grp_weapon,snp_wpn_1p,,70,0,85,85,0,8500,5000,allon,default,allon,default,2,8,oldest,oldest,0,0,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_fire_lyr_plr,sound\t4\kar98k\t4_kar98k_fire_lyr_plr.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,55,0,85,85,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,0,0,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_fire_npc,sound\t4\kar98k\npc_fire\t4_kar98k_npc_01.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,65,0,85,85,900,6000,12500,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,0,0,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_fire_npc,sound\t4\kar98k\npc_fire\t4_kar98k_npc_02.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,65,0,85,85,900,6000,12500,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,0,0,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_fire_npc,sound\t4\kar98k\npc_fire\t4_kar98k_npc_03.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,65,0,85,85,900,6000,12500,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,0,0,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_fire_npc,sound\t4\kar98k\npc_fire\t4_kar98k_npc_04.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,65,0,85,85,900,6000,12500,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,0,0,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_bb,sound\t4\kar98k\t4_kar98k_bb.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_bd,sound\t4\kar98k\t4_kar98k_bd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_bf,sound\t4\kar98k\t4_kar98k_bf.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_bu,sound\t4\kar98k\t4_kar98k_bu.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_shell_in,sound\t4\kar98k\shell_in\t4_kar98k_shell_in_01.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t4_kar98k_shell_in,sound\t4\kar98k\shell_in\t4_kar98k_shell_in_02.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_barrett_fire_plr,sound\iw4\barrett\w4_barrett_fire_plr.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,70,0,85,85,0,8500,5000,allon,default,allon,default,2,8,oldest,oldest,0,165,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_barrett_fire_npc,sound\iw4\barrett\w4_barrett_fire_npc.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,65,0,85,85,900,6000,12500,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,570,701,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_barrett_lift,sound\iw4\barrett\iw4_barrett_lift.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_barrett_mag_in,sound\iw4\barrett\iw4_barrett_mag_in.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_barrett_mag_out,sound\iw4\barrett\iw4_barrett_mag_out.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_barrett_chamber,sound\iw4\barrett\iw4_barrett_chamber.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_intervention_fire_plr,sound\iw4\intervention\iw4_intervention_fire_plr.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,70,0,85,85,0,8500,5000,allon,default,allon,default,2,8,oldest,oldest,0,168,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_intervention_fire_npc,sound\iw4\intervention\iw4_intervention_fire_npc.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,65,0,85,85,900,6000,12500,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,570,701,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_intervention_bb,sound\iw4\intervention\iw4_intervention_bb.wav,prj_brass_impact_plr_large_dirt,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_intervention_bd,sound\iw4\intervention\iw4_intervention_bd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_intervention_bf,sound\iw4\intervention\iw4_intervention_bf.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_intervention_bu,sound\iw4\intervention\iw4_intervention_bu.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_intervention_lift,sound\iw4\intervention\iw4_intervention_lift.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_intervention_mag_in,sound\iw4\intervention\iw4_intervention_mag_in.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw4_intervention_mag_out,sound\iw4\intervention\iw4_intervention_mag_out.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_fire_plr,sound\t5\l96a1\t5_l96a1_fire_plr.wav,t5_l96a1_fire_ringoff,loaded,bus_fx,grp_weapon,snp_wpn_1p,,70,0,85,85,0,8500,5000,allon,default,allon,default,2,8,oldest,oldest,0,0,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_fire_ringoff,sound\t5\l96a1\t5_l96a1_fire_ringoff\t5_l96a1_fire_ringoff_01.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,55,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,0,0,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_fire_ringoff,sound\t5\l96a1\t5_l96a1_fire_ringoff\t5_l96a1_fire_ringoff_02.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,55,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,0,0,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_fire_npc,sound\t5\l96a1\t5_l96a1_fire_npc.wav,t5_l96a1_fire_ringoff_npc,loaded,bus_fx,grp_weapon,snp_wpn_3p,,65,0,85,85,900,6000,12500,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,-88,84,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_fire_ringoff_npc,sound\t5\l96a1\t5_l96a1_fire_ringoff_npc\t5_l96a1_fire_ringoff_npc_01.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,75,75,900,6000,12500,allon,default,rcurve1,default,10,1,reject,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_fire_ringoff_npc,sound\t5\l96a1\t5_l96a1_fire_ringoff_npc\t5_l96a1_fire_ringoff_npc_02.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,75,75,900,6000,12500,allon,default,rcurve1,default,10,1,reject,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_fire_ringoff_npc,sound\t5\l96a1\t5_l96a1_fire_ringoff_npc\t5_l96a1_fire_ringoff_npc_03.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,75,75,900,6000,12500,allon,default,rcurve1,default,10,1,reject,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_bb,sound\t5\l96a1\t5_l96a1_bb.wav,rechamber_shell_out,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_bd,sound\t5\l96a1\t5_l96a1_bd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_bf,sound\t5\l96a1\t5_l96a1_bf.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_bu,sound\t5\l96a1\t5_l96a1_bu.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_futz,sound\t5\l96a1\t5_l96a1_futz.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_mag_in,sound\t5\l96a1\t5_l96a1_mag_in.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t5_l96a1_mag_out,sound\t5\l96a1\t5_l96a1_mag_out.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,85,85,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_gear_reload_plr,sound\t5\gear\fly_gear_reload_plr_00.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_gear_reload_plr,sound\t5\gear\fly_gear_reload_plr_01.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_gear_reload_plr,sound\t5\gear\fly_gear_reload_plr_02.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_gear_reload_plr,sound\t5\gear\fly_gear_reload_plr_03.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
rechamber_shell_out,sound\t5\l96a1\rechamber_shell_out\rechamber_shell_out_00.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,550,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
rechamber_shell_out,sound\t5\l96a1\rechamber_shell_out\rechamber_shell_out_01.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,550,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
rechamber_shell_out,sound\t5\l96a1\rechamber_shell_out\rechamber_shell_out_02.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,550,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
rechamber_shell_out,sound\t5\l96a1\rechamber_shell_out\rechamber_shell_out_03.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,550,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_l118a_fire_plr,sound\iw5\l118a\iw5_l118a_fire_plr.wav,iw5_l118a_fire_ringoff_plr,loaded,bus_fx,grp_weapon,snp_wpn_1p,,70,0,85,85,0,8500,5000,allon,default,allon,default,2,8,oldest,oldest,-107,67,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_l118a_fire_ringoff_plr,sound\iw5\l118a\iw5_l118a_fire_ringoff_plr.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,55,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-498,-281,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_l118a_fire_npc,sound\iw5\l118a\iw5_l118a_fire_npc.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,65,0,85,85,900,6000,12500,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,-315,440,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_l118a_lift,sound\iw5\l118a\iw5_l118a_lift.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_l118a_chamber_close,sound\iw5\l118a\iw5_l118a_chamber_close.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_l118a_chamber_open,sound\iw5\l118a\iw5_l118a_chamber_open.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
