Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
t9_gallo_fire_lfe_npc,sound\t9\gallo\fire\t9_gallo_fire_lfe.wav,,loaded,bus_hdrfx,grp_wpn_lfe,snp_wpn_3p,,0,0,81,81,25,225,225,allon,default,allon,default,3,1,priority,oldest,0,0,40,90,0.25,0.75,3d,lfe,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_fire_pap_npc,sound\pap\pap_shot.wav,t9_gallo_fire_flux_l_pap_npc,loaded,bus_fx,grp_weapon,snp_wpn_3p,,80,0,82,82,75,1250,1250,allon,default,allon,default,10,3,priority,oldest,-100,100,50,90,0.35,1,3d,default,nonlooping,pitch,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_fire_flux_r_pap_npc,sound\pap\pap_flux_right.wav,t9_gallo_fire_npc,loaded,bus_fx,grp_weapon,snp_wpn_3p,,84,0,75,75,25,900,900,allon,default,allon,default,8,4,priority,priority,-34,34,85,90,0.25,1,3d,default,nonlooping,pitch,1,0,0,0,0,0.25,no,no,right_shot,4000,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_fire_flux_l_pap_npc,sound\pap\pap_flux_left.wav,t9_gallo_fire_flux_r_pap_npc,loaded,bus_fx,grp_weapon,snp_wpn_3p,,84,0,75,75,25,900,900,allon,default,allon,default,8,4,priority,priority,-34,34,85,90,0.25,1,3d,default,nonlooping,pitch,1,0,0,0,0,0.25,no,no,left_shot,4000,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_raise,sound\t9\gallo\t9_gallo_raise.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_drop,sound\t9\gallo\t9_gallo_drop.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_first_start,sound\t9\gallo\t9_gallo_first_start.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_first_bolt_release,sound\t9\gallo\t9_gallo_first_bolt_release.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_first_bolt_back,sound\t9\gallo\t9_gallo_first_bolt_back.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_start_in,sound\t9\gallo\reload_start_in\t9_gallo_reload_start_in_01.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_start_in,sound\t9\gallo\reload_start_in\t9_gallo_reload_start_in_02.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_start_in,sound\t9\gallo\reload_start_in\t9_gallo_reload_start_in_03.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_shell_in,sound\t9\gallo\reload_shell_in\t9_gallo_reload_shell_in_01.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_shell_in,sound\t9\gallo\reload_shell_in\t9_gallo_reload_shell_in_02.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_shell_in,sound\t9\gallo\reload_shell_in\t9_gallo_reload_shell_in_03.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_shell_in,sound\t9\gallo\reload_shell_in\t9_gallo_reload_shell_in_04.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_shell_in,sound\t9\gallo\reload_shell_in\t9_gallo_reload_shell_in_05.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_end,sound\t9\gallo\reload_end\t9_gallo_reload_end_01.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
t9_gallo_reload_end,sound\t9\gallo\reload_end\t9_gallo_reload_end_02.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,90,90,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
